,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
12248,44122,11.76,-2.28,-1.76,4.0
12250,44124,18.68,-4.92,0.69,4.0
12251,44125,0.54,-23.96,2.59,1.0
12252,44126,7.07,2.65,0.11,2.0
12255,44129,9.66,-11.74,4.21,2.0
12256,44130,16.11,-10.08,1.02,1.0
12257,44131,26.54,-3.35,0.96,1.0
12260,44134,9.99,-12.94,1.94,1.0
12262,44136,10.52,-0.69,5.6,5.0
12265,44139,5.66,1.08,3.07,2.0
12267,44141,16.33,8.1,3.11,1.0
12270,44144,12.54,-18.54,2.6,1.0
12271,44145,15.92,8.47,1.26,2.0
12273,44147,12.9,4.9,0.07,3.0
12276,44202,18.07,4.72,0.97,1.0
12278,44212,12.83,3.79,2.43,1.0
12283,44221,22.25,-2.26,3.65,2.0
12284,44223,7.15,-1.0,3.22,2.0
12285,44224,11.59,3.86,3.18,3.0
12291,44236,8.45,13.39,7.86,1.0
12292,44240,24.11,1.57,1.92,1.0
12293,44241,3.97,1.39,4.53,2.0
12299,44255,-0.78,-7.82,1.77,2.0
12300,44256,9.79,1.29,4.36,2.0
12308,44273,9.92,-0.69,0.58,1.0
12314,44281,18.22,4.84,2.31,2.0
12322,44304,-6.39,106.4,-8.03,1.0
12329,44312,10.06,-12.68,-1.19,2.0
12330,44313,24.54,-0.51,5.59,1.0
12335,44333,15.8,-2.0,-2.15,3.0
12368,44446,16.43,-2.91,0.23,2.0
12381,44484,8.64,6.39,0.09,1.0
12389,44505,-0.48,-4.77,3.59,1.0
12395,44512,21.2,-0.34,-1.01,1.0
12396,44514,22.44,8.14,3.41,1.0
12397,44515,5.21,-2.75,2.34,1.0
12398,44601,20.12,4.8,0.05,1.0
12429,44646,16.74,2.48,0.55,2.0
12455,44685,15.27,2.1,1.74,2.0
12460,44691,14.73,6.74,1.37,1.0
12475,44718,-4.22,-3.99,1.63,3.0
12476,44720,13.67,5.06,3.42,3.0
12481,44805,16.06,-0.89,-1.05,1.0
12525,44870,5.23,-3.71,-0.07,3.0
12538,44903,11.97,-1.35,2.66,1.0
12540,44905,9.48,-13.36,0.55,1.0
12542,44907,17.31,-6.46,0.01,1.0
12547,45011,16.38,-2.2,1.99,2.0
12549,45014,12.31,0.6,-0.13,1.0
12554,45034,2.39,21.72,9.62,1.0
12555,45036,10.05,2.7,5.26,1.0
12556,45039,16.86,8.89,0.43,1.0
12557,45040,13.25,11.91,6.86,3.0
12560,45044,13.42,14.12,1.2,1.0
12566,45056,11.1,-1.15,-3.73,2.0
12569,45065,40.43,29.65,13.4,2.0
12573,45069,12.09,3.92,4.14,6.0
12576,45102,14.27,6.64,11.55,1.0
12594,45140,7.46,6.45,3.09,2.0
12601,45150,10.25,8.74,1.39,2.0
12604,45154,27.33,11.64,4.82,1.0
12622,45202,60.62,16.35,6.64,3.0
12628,45208,22.62,17.9,4.81,1.0
12629,45209,27.72,24.47,-2.91,4.0
12630,45211,5.09,-5.58,-3.0,2.0
12631,45212,17.24,-0.38,-0.18,1.0
12638,45219,25.43,-19.18,-21.25,3.0
12643,45226,3.97,10.16,-5.23,1.0
12644,45227,10.62,9.19,4.73,1.0
12646,45230,7.65,3.19,0.0,1.0
12647,45231,13.56,-6.46,3.0,1.0
12648,45232,-3.88,-7.84,6.89,1.0
12650,45236,11.84,0.49,3.41,4.0
12653,45239,13.0,-4.61,0.19,1.0
12654,45240,16.82,-5.83,3.81,1.0
12655,45241,13.26,7.25,-0.75,3.0
12656,45242,16.99,21.7,-0.42,2.0
12657,45243,27.61,34.05,0.23,1.0
12659,45245,2.12,0.98,2.14,1.0
12660,45246,19.88,-4.17,7.72,2.0
12661,45247,3.58,-3.88,5.31,2.0
12663,45249,3.04,10.99,0.06,3.0
12664,45251,18.37,-4.58,2.58,1.0
12666,45255,6.25,3.7,0.77,3.0
12671,45305,16.42,12.22,11.94,1.0
12687,45322,21.76,-1.93,3.83,1.0
12689,45324,18.15,-0.17,8.71,1.0
12706,45342,14.42,-2.82,0.89,2.0
12725,45365,23.46,9.29,0.32,1.0
12732,45377,9.83,1.27,4.01,2.0
12744,45402,22.35,-3.03,-1.3,1.0
12749,45409,6.75,7.79,11.46,1.0
12756,45419,17.53,-3.43,1.72,1.0
12757,45420,10.02,-11.3,4.8,1.0
12758,45424,14.56,-2.16,-0.82,1.0
12761,45429,16.49,-5.7,-1.41,1.0
12763,45431,21.44,6.65,1.43,2.0
12765,45433,12.7,10.15,-9.72,1.0
12766,45434,18.44,2.77,4.71,1.0
12768,45440,18.57,3.56,-0.15,2.0
12771,45459,7.6,7.62,-0.03,3.0
12777,45601,9.99,3.81,0.98,2.0
12815,45662,21.46,4.32,-0.01,1.0
12831,45690,22.37,13.28,-3.16,1.0
12839,45701,13.85,4.93,3.51,1.0
12911,45840,14.02,10.79,2.08,1.0
12950,45885,16.71,24.32,3.66,1.0
12965,46012,-8.22,-3.32,4.53,1.0
12966,46013,7.65,-1.18,1.82,1.0
12971,46032,8.85,15.38,2.28,8.0
12972,46033,15.22,14.48,3.56,3.0
12976,46037,8.44,22.03,5.38,4.0
12977,46038,15.25,14.54,-1.72,3.0
12988,46052,19.66,10.62,4.34,1.0
12993,46060,14.59,15.85,-2.54,2.0
13003,46074,9.98,13.59,0.8,3.0
13004,46075,32.28,34.86,-5.91,1.0
13006,46077,26.56,9.28,-0.51,1.0
13014,46112,5.93,12.71,3.91,1.0
13015,46113,16.26,11.81,6.34,1.0
13022,46123,18.42,9.09,3.34,4.0
13029,46131,14.96,5.58,7.27,2.0
13031,46135,15.52,-0.77,-0.08,1.0
13032,46140,7.29,7.23,2.21,1.0
13033,46142,7.16,4.43,-1.62,5.0
13034,46143,1.62,19.2,1.21,2.0
13041,46151,14.57,6.96,1.67,1.0
13054,46168,14.75,15.79,1.83,1.0
13059,46176,24.19,-3.17,1.38,1.0
13067,46202,24.58,42.77,0.12,2.0
13068,46203,14.73,8.67,-0.11,1.0
13069,46204,100.99,11.69,3.93,6.0
13071,46208,3.46,9.09,0.44,2.0
13072,46214,19.43,-3.7,-2.56,1.0
13074,46217,2.82,1.78,-3.71,1.0
13076,46219,-6.61,1.77,2.6,2.0
13077,46220,11.01,9.89,5.05,3.0
13079,46222,17.46,-7.63,-4.97,1.0
13081,46225,30.02,-2.16,6.25,2.0
13082,46226,-3.95,-3.36,3.95,1.0
13083,46227,2.99,7.39,5.14,1.0
13084,46228,9.6,6.63,-2.09,1.0
13085,46229,6.92,-0.26,6.66,1.0
13089,46236,0.5,3.1,2.41,1.0
13090,46237,10.56,6.45,5.82,4.0
13092,46240,11.44,1.44,4.3,5.0
13093,46241,8.0,-5.46,-4.19,3.0
13094,46250,3.17,2.8,5.51,6.0
13095,46254,9.15,-2.61,1.13,2.0
13096,46256,-11.75,5.42,6.49,2.0
13098,46260,13.02,9.27,-1.42,2.0
13099,46268,18.81,2.47,6.97,2.0
13100,46278,1.14,6.3,0.95,2.0
13105,46304,17.25,2.75,3.58,1.0
13106,46307,16.67,5.66,4.39,1.0
13108,46311,11.6,2.89,3.69,1.0
13112,46321,13.81,11.13,0.18,2.0
13113,46322,4.57,1.1,3.64,1.0
13115,46324,12.15,-10.59,2.45,1.0
13127,46360,5.6,1.21,0.85,1.0
13130,46368,9.95,5.81,1.63,3.0
13132,46373,5.32,8.06,-3.28,2.0
13134,46375,-1.59,6.55,1.24,1.0
13140,46383,4.99,8.17,3.08,1.0
13141,46385,11.13,12.25,4.36,1.0
13155,46410,17.47,0.76,3.01,4.0
13164,46514,18.59,7.65,3.01,3.0
13165,46516,27.73,6.49,2.7,1.0
13166,46517,16.91,3.3,3.35,2.0
13168,46526,15.12,8.69,0.49,2.0
13169,46528,16.57,7.05,3.23,1.0
13170,46530,11.84,9.18,0.48,3.0
13181,46544,8.87,6.53,1.11,2.0
13182,46545,22.76,7.03,6.79,3.0
13183,46550,15.76,2.87,3.33,1.0
13188,46556,-15.04,-43.99,95.33,2.0
13191,46563,9.25,3.67,-0.42,1.0
13198,46580,23.11,13.1,-0.04,1.0
13199,46582,17.82,8.87,-0.48,1.0
13202,46601,7.09,-12.34,-1.27,1.0
13204,46614,7.96,-1.04,-2.72,3.0
13210,46635,-10.8,4.63,0.28,1.0
13211,46637,19.55,-2.13,11.04,2.0
13217,46706,11.93,8.24,2.3,1.0
13271,46802,23.49,18.28,3.61,1.0
13273,46804,6.76,12.2,4.28,5.0
13274,46805,16.33,4.14,0.78,4.0
13279,46814,0.68,3.81,8.02,1.0
13280,46815,-2.83,4.41,-1.05,1.0
13282,46818,6.59,4.6,3.07,3.0
13284,46825,10.22,6.68,5.56,2.0
13285,46835,3.9,5.53,1.41,3.0
13288,46902,8.89,-1.67,2.67,1.0
13305,46933,7.79,-5.5,-0.41,1.0
13313,46947,15.46,6.0,3.94,1.0
13317,46953,2.7,11.46,-0.92,1.0
13328,46975,15.77,3.76,0.39,1.0
13390,47129,3.67,-2.55,4.84,1.0
13407,37027,16.42,24.39,-0.17,5.0
13418,37040,25.08,16.78,3.98,2.0
13419,37042,7.42,14.81,5.23,1.0
13420,37043,18.29,19.25,-1.18,1.0
13435,37064,32.97,30.05,1.71,3.0
13436,37066,17.78,33.37,2.81,2.0
13437,37067,20.28,17.28,0.56,5.0
13439,37072,24.81,15.24,2.98,1.0
13442,37075,11.83,22.17,4.75,4.0
13443,37076,18.6,23.63,4.06,2.0
13451,37087,15.44,26.38,2.39,1.0
13460,37115,18.18,21.39,-1.13,1.0
13462,37122,17.71,27.36,2.52,2.0
13463,37127,8.58,10.61,0.54,1.0
13464,37128,18.78,24.62,1.06,1.0
13465,37129,13.15,21.98,-1.51,4.0
13466,37130,27.64,21.35,-0.21,2.0
13467,37132,15.05,10.15,79.59,1.0
13487,37167,15.61,14.58,3.96,2.0
13490,37174,28.15,30.75,-0.98,2.0
13493,37179,8.81,37.41,-1.9,1.0
13506,37203,105.84,76.53,22.02,3.0
13508,37205,25.07,27.73,4.76,2.0
13512,37209,29.35,74.0,1.33,2.0
13514,37211,21.27,29.25,5.12,1.0
13517,37214,16.9,18.19,2.41,3.0
13518,37215,28.83,34.66,0.58,4.0
13520,37217,16.49,13.9,6.44,1.0
13522,37219,118.7,80.53,-8.56,2.0
13524,37221,20.28,16.85,4.81,2.0
13525,37228,84.08,10.15,32.06,1.0
13538,37311,24.38,11.44,-0.29,1.0
13539,37312,6.01,6.91,2.5,2.0
13566,37343,0.64,9.54,2.34,2.0
13575,37355,27.66,10.38,3.86,1.0
13605,37403,11.68,91.36,-33.19,2.0
13613,37411,17.24,17.89,8.76,1.0
13618,37421,9.77,8.28,2.54,3.0
13619,37601,18.51,18.32,-3.19,2.0
13620,37604,1.91,4.62,2.98,2.0
13621,37614,15.05,10.15,-88.73,1.0
13637,37660,4.71,8.7,1.24,1.0
13639,37664,2.64,11.41,3.26,1.0
13652,37701,-5.15,8.56,-1.93,1.0
13676,37738,-13.54,6.95,-8.28,1.0
13680,37748,4.2,5.33,4.03,1.0
13695,37771,5.21,14.08,-0.88,2.0
13700,37801,12.92,13.43,0.76,2.0
13709,37814,11.94,7.38,-1.08,1.0
13718,37830,-0.07,7.12,1.44,2.0
13726,37849,21.73,15.34,4.21,2.0
13734,37862,17.95,0.44,2.53,1.0
13735,37863,28.87,-9.03,12.28,2.0
13744,37876,15.16,8.09,3.56,1.0
13758,37902,-11.13,57.57,-2.28,1.0
13760,37912,5.18,8.01,-9.47,1.0
13763,37916,128.11,131.24,-44.23,2.0
13765,37918,13.13,16.03,0.97,2.0
13766,37919,20.12,15.47,3.98,5.0
13769,37922,7.07,10.7,4.69,3.0
13770,37923,17.76,9.62,3.84,1.0
13774,37934,9.87,12.53,1.78,4.0
13777,38002,13.91,1.62,-2.45,2.0
13785,38016,3.24,-2.01,0.43,1.0
13786,38017,9.91,6.74,6.41,3.0
13787,38018,4.1,0.3,-1.18,3.0
13808,38053,7.11,0.89,12.88,1.0
13826,38103,10.34,2.39,-0.14,1.0
13827,38104,9.72,11.63,3.55,1.0
13833,38111,0.69,1.36,2.96,1.0
13837,38116,8.53,-9.5,8.84,3.0
13838,38117,15.41,11.83,0.11,3.0
13840,38119,4.45,-2.79,4.8,4.0
13841,38120,26.67,10.62,7.45,1.0
13843,38125,-1.39,-2.13,8.88,1.0
13849,38133,13.95,7.3,1.49,4.0
13850,38134,-9.76,-6.85,-2.08,2.0
13852,38138,9.26,11.3,-1.23,3.0
13885,38305,6.44,12.5,2.57,4.0
13977,38501,15.51,16.19,1.97,1.0
13979,38505,15.05,10.15,-5.32,1.0
13993,38555,2.47,-3.65,-2.32,1.0
14044,38637,-1.59,4.04,2.82,1.0
14056,38654,9.48,6.99,-0.49,2.0
14057,38655,8.65,19.22,5.26,1.0
14062,38664,28.07,229.11,52.58,1.0
14067,38671,0.84,2.29,3.42,1.0
14072,38677,15.05,10.15,-48.47,1.0
14093,38744,-1.19,60.99,-11.82,1.0
14116,38781,509.33,56.52,11.65,1.0
14117,38801,26.45,12.09,6.2,1.0
14118,38804,6.46,28.74,-10.61,1.0
14207,39056,7.47,11.52,3.57,1.0
14251,39157,11.79,6.84,-1.54,1.0
14279,39211,2.35,-9.18,2.7,1.0
14281,39213,8.74,1.59,2.16,1.0
14285,39232,14.32,4.6,14.4,1.0
14328,39402,14.92,5.41,3.88,2.0
14329,39406,15.05,10.15,45.14,1.0
14364,39503,4.22,-5.83,-4.48,1.0
14368,39530,7.01,-17.33,-2.57,2.0
14369,39531,11.12,-0.48,7.29,1.0
14371,39534,15.05,10.15,-57.25,1.0
14372,39540,-1.43,-10.91,4.39,2.0
14379,39564,-3.54,-4.81,1.2,1.0
14417,39705,3.15,11.45,2.74,1.0
14435,39759,34.31,44.94,5.47,2.0
14476,40004,28.12,22.13,-0.5,1.0
14485,40014,27.16,14.04,1.94,1.0
14492,40031,12.76,6.95,-2.36,1.0
14510,40059,23.61,16.6,0.79,1.0
14514,40065,16.96,7.65,2.92,1.0
14534,40121,20.73,10.15,19.67,1.0
14548,40165,17.55,10.79,6.4,1.0
14555,40202,-3.47,-4.31,10.0,4.0
14557,40204,16.39,25.52,-3.69,1.0
14560,40207,22.8,22.07,1.51,5.0
14562,40209,-10.91,6.69,2.34,2.0
14567,40214,2.7,5.5,-0.23,1.0
14569,40216,9.73,-1.14,1.76,1.0
14571,40218,30.46,8.43,2.21,2.0
14572,40219,18.55,3.86,2.02,1.0
14573,40220,19.54,6.32,0.76,2.0
14574,40222,27.31,14.77,2.48,6.0
14579,40241,-2.74,10.26,-0.39,4.0
14581,40243,19.89,10.94,-0.31,3.0
14582,40245,20.94,10.67,0.62,1.0
14583,40258,6.96,4.11,2.8,1.0
14587,40299,7.4,6.32,1.43,3.0
14594,40324,16.74,13.53,1.41,2.0
14606,40351,18.39,24.13,-1.55,1.0
14608,40356,12.11,5.57,4.44,1.0
14621,40383,15.41,4.62,-0.35,2.0
14625,40391,16.0,2.62,1.39,1.0
14633,40437,10.21,43.42,-0.65,2.0
14646,40475,17.54,8.63,-0.55,1.0
14651,40502,16.06,16.3,0.76,3.0
14652,40503,19.88,13.53,-3.22,3.0
14653,40504,2.94,7.07,-7.0,2.0
14655,40506,15.05,10.15,423.81,2.0
14656,40507,10.54,-18.94,8.33,1.0
14657,40508,26.56,18.8,-4.34,1.0
14658,40509,15.02,23.33,2.56,5.0
14660,40511,27.33,2.93,-0.71,1.0
14662,40514,8.23,10.24,2.52,1.0
14665,40517,3.47,6.38,0.12,1.0
14666,40601,17.45,1.71,3.22,3.0
14673,40741,19.63,27.81,5.32,1.0
14749,41005,12.96,1.45,2.19,1.0
14754,41011,19.06,6.38,3.2,1.0
14755,41014,10.93,-9.28,8.74,1.0
14758,41017,18.14,7.23,4.17,2.0
14762,41033,49.05,30.68,4.77,1.0
14768,41042,8.05,1.0,3.2,3.0
14773,41048,5.72,3.57,5.9,5.0
14775,41051,14.26,0.36,4.72,2.0
14781,41063,23.1,14.42,0.62,2.0
14783,41071,1.9,15.04,4.13,3.0
14787,41076,1.5,10.92,-0.15,1.0
14792,41091,14.28,9.27,-1.5,1.0
14795,41094,14.44,10.68,2.22,1.0
14800,41101,11.46,9.47,0.85,1.0
15012,42001,-4.77,10.45,-2.08,1.0
15061,42101,23.2,8.31,-4.32,2.0
15064,42104,12.58,11.39,5.52,2.0
15099,42223,5.52,174.81,-7.31,2.0
15103,42240,4.89,13.91,0.86,1.0
15118,42301,9.11,23.05,-0.24,2.0
15119,42303,12.18,15.07,0.63,2.0
15185,42501,-1.82,7.22,1.88,1.0
15211,42701,14.88,10.98,-0.7,1.0
15256,43015,17.01,8.87,1.26,2.0
15257,43016,11.79,16.02,4.62,3.0
15258,43017,8.15,11.86,2.54,6.0
15264,43026,15.83,15.58,4.67,2.0
15271,43035,20.29,20.22,-0.38,2.0
15274,43040,17.15,11.41,2.01,2.0
15278,43050,18.24,6.3,5.15,1.0
15279,43054,20.96,11.37,4.37,3.0
15280,43055,9.32,5.29,-0.68,1.0
15281,43056,5.87,9.16,4.45,1.0
15284,43062,25.2,11.6,-0.71,1.0
15286,43065,17.98,11.39,0.82,3.0
15289,43068,19.61,-0.28,0.84,4.0
15293,43074,8.09,21.17,-4.45,2.0
15298,43081,20.87,7.85,6.37,3.0
15299,43082,9.15,6.4,2.68,2.0
15301,43085,9.42,17.58,-2.09,1.0
15309,43110,14.05,0.6,4.85,1.0
15316,43119,23.6,3.75,6.83,1.0
15317,43123,11.23,4.81,3.25,4.0
15321,43128,38.88,-10.47,8.44,1.0
15322,43130,15.09,4.38,3.22,2.0
15333,43147,16.75,9.83,2.49,2.0
15348,43201,49.02,24.07,12.16,1.0
15353,43206,33.75,29.93,3.71,1.0
15355,43209,7.65,22.33,3.87,2.0
15358,43212,33.99,40.99,6.11,4.0
15359,43213,11.53,-1.89,-4.07,3.0
15360,43214,22.0,19.29,3.6,5.0
15361,43215,53.43,6.78,12.28,5.0
15363,43219,8.13,0.74,2.65,9.0
15364,43220,18.24,17.91,1.49,1.0
15365,43221,15.09,17.36,1.84,4.0
15370,43228,14.65,-3.49,3.05,3.0
15371,43229,16.22,-4.36,-2.39,1.0
15372,43230,12.11,6.51,4.13,2.0
15375,43235,20.95,8.2,2.74,2.0
15376,43240,14.78,5.15,-0.8,7.0
15377,43302,11.84,-5.31,2.64,2.0
15533,56301,9.6,-2.8,5.42,1.0
15535,56304,28.05,-11.87,8.56,1.0
15537,56308,26.12,11.56,0.89,1.0
15601,56387,4.09,0.65,-12.56,1.0
15604,56425,12.4,5.85,7.84,2.0
15685,56560,25.77,22.58,2.65,2.0
15810,57006,30.1,24.61,3.79,1.0
15872,57078,-2.46,15.93,-0.58,1.0
15873,57103,9.09,14.45,2.48,1.0
15874,57104,8.28,7.0,1.07,1.0
15875,57105,10.9,19.35,-1.55,1.0
15876,57106,13.62,14.78,4.18,4.0
15878,57108,17.59,6.0,3.18,1.0
15879,57110,3.56,26.4,4.86,2.0
15882,57201,17.91,28.8,3.57,1.0
15888,47150,21.73,4.88,3.56,2.0
15901,47201,10.56,9.85,2.1,4.0
15933,47303,11.02,-7.38,2.05,1.0
15934,47304,9.26,0.61,0.35,1.0
15936,47306,15.05,10.15,-83.33,1.0
15974,47374,8.29,1.05,2.1,1.0
15988,47401,19.0,17.52,5.5,4.0
15990,47404,8.59,14.59,-3.5,1.0
15991,47405,15.05,10.15,-62.3,1.0
15993,47408,28.8,15.36,-1.06,1.0
15995,47421,14.97,19.5,4.31,1.0
16090,47630,8.44,9.68,2.45,1.0
16108,47710,5.37,2.09,-1.75,1.0
16110,47712,15.98,21.67,4.41,1.0
16113,47715,7.37,5.79,8.88,3.0
16116,47802,-0.83,11.43,-2.43,2.0
16117,47803,8.43,13.37,2.36,1.0
16162,47905,14.9,15.41,3.66,3.0
16163,47906,26.9,21.78,1.11,4.0
16164,47907,15.05,10.15,2.14,1.0
16165,47909,11.31,8.63,2.79,1.0
16229,48009,17.12,42.64,-1.72,2.0
16243,48034,11.28,-0.58,10.08,2.0
16244,48035,10.64,-4.02,5.98,1.0
16245,48036,10.99,1.74,4.39,1.0
16246,48038,10.2,6.52,3.85,2.0
16248,48040,19.99,-5.34,2.57,1.0
16252,48044,23.29,20.39,3.43,4.0
16258,48051,7.7,6.33,5.15,2.0
16260,48059,14.29,3.7,0.46,2.0
16266,48066,7.41,-16.91,1.33,3.0
16267,48067,26.56,29.34,-0.16,1.0
16270,48071,19.05,-2.9,-0.38,2.0
16272,48073,28.16,23.56,-1.91,3.0
16275,48076,2.03,8.25,-4.16,2.0
16280,48083,18.9,15.12,7.01,3.0
16281,48084,11.99,24.21,0.98,7.0
16282,48085,18.48,19.32,1.7,2.0
16286,48092,12.19,-1.32,1.81,2.0
16292,48098,7.01,26.05,2.4,1.0
16293,48101,24.21,-9.53,4.48,2.0
16294,48103,29.09,28.41,1.65,4.0
16295,48104,14.88,38.76,0.32,5.0
16296,48105,20.9,24.39,-4.55,1.0
16297,48108,12.61,17.23,5.26,4.0
16298,48109,15.05,10.15,185.48,2.0
16299,48111,6.45,3.37,2.4,1.0
16301,48116,16.25,19.52,3.03,2.0
16306,48124,18.61,-1.52,-1.64,1.0
16308,48126,14.62,10.28,-2.99,2.0
16309,48127,4.05,-1.36,-1.15,2.0
16317,48138,18.23,2.19,4.09,1.0
16322,48144,-6.56,-2.41,7.98,1.0
16324,48146,3.53,-22.08,-1.42,1.0
16325,48150,14.77,3.65,3.16,2.0
16326,48152,3.68,9.66,5.68,1.0
16327,48154,12.67,7.31,3.97,1.0
16333,48162,4.61,-1.05,3.45,1.0
16335,48165,43.48,26.49,2.22,1.0
16337,48167,20.07,19.7,1.27,3.0
16340,48170,4.37,20.49,2.67,2.0
16347,48180,11.79,-13.44,3.58,3.0
16349,48183,10.22,-0.2,5.94,3.0
16351,48185,9.11,-0.58,3.92,2.0
16353,48187,10.72,13.56,3.53,2.0
16354,48188,9.99,11.9,5.49,1.0
16361,48197,13.95,10.71,1.5,3.0
16363,48201,10.43,30.75,-8.35,2.0
16364,48202,29.4,12.87,1.52,1.0
16365,48203,-5.38,-34.25,5.11,1.0
16386,48225,11.11,-21.83,2.59,1.0
16387,48226,108.44,52.88,-2.0,2.0
16391,48230,15.52,23.43,4.26,2.0
16395,48236,12.09,10.0,1.61,1.0
16396,48237,10.73,-11.49,4.31,1.0
16398,48239,4.52,-23.08,-1.27,1.0
16400,48242,15.05,10.15,2.14,1.0
16401,48243,15.05,10.15,2.14,1.0
16402,48301,20.28,18.65,-0.73,2.0
16403,48302,20.6,19.25,-0.71,3.0
16404,48304,17.26,4.79,2.58,1.0
16405,48306,24.68,22.23,1.93,2.0
16406,48307,16.9,27.78,0.07,3.0
16407,48309,13.7,27.64,-1.41,1.0
16408,48310,8.17,10.63,2.76,2.0
16409,48312,8.69,5.06,-2.51,2.0
16410,48313,12.07,5.28,4.33,3.0
16412,48315,8.73,10.95,4.55,3.0
16413,48316,18.34,15.34,2.08,2.0
16416,48322,1.29,11.14,1.81,1.0
16417,48323,2.33,10.06,3.77,1.0
16419,48326,19.74,3.95,3.78,3.0
16420,48327,6.13,5.05,4.53,1.0
16424,48334,12.55,8.64,0.51,1.0
16426,48336,8.12,6.04,1.99,2.0
16427,48340,14.64,-33.96,4.46,1.0
16430,48346,29.2,19.33,2.5,2.0
16436,48359,35.41,34.4,0.5,1.0
16438,48362,16.55,21.19,-0.24,1.0
16443,48374,0.07,17.01,3.31,3.0
16445,48377,14.7,31.49,1.02,5.0
16447,48381,-2.03,28.04,3.8,2.0
16448,48382,17.48,19.63,5.6,1.0
16449,48383,12.13,11.1,-2.86,1.0
16450,48386,13.69,17.06,4.3,1.0
16451,48390,10.15,17.2,3.67,2.0
16459,48415,10.49,10.33,8.97,1.0
16467,48423,5.08,0.52,4.49,1.0
16472,48430,14.56,8.84,3.15,1.0
16480,48439,9.83,2.51,3.68,1.0
16486,48446,4.75,-1.24,2.87,1.0
16516,48506,16.51,-26.7,3.27,1.0
16517,48507,1.54,-23.43,2.84,1.0
16528,48604,0.66,-10.56,-17.39,2.0
16560,48642,20.35,3.48,3.25,1.0
16579,48706,5.02,-3.86,3.92,1.0
16626,48801,2.84,7.21,0.57,1.0
16641,48823,15.58,1.27,-1.56,3.0
16655,48843,15.77,16.8,3.17,1.0
16669,48858,25.47,4.92,10.12,3.0
16672,48864,16.47,10.8,-6.38,2.0
16699,48895,21.42,11.21,6.51,1.0
16704,48911,7.23,-20.75,6.69,1.0
16707,48917,10.71,-5.02,4.14,1.0
16715,49008,26.28,3.01,6.47,3.0
16716,49009,19.11,22.58,5.03,2.0
16721,49014,24.32,4.07,8.52,2.0
16723,49017,9.93,-9.78,-0.24,1.0
16726,49024,9.22,4.38,4.14,2.0
16760,49068,10.88,1.45,-0.42,1.0
16774,49085,18.43,13.95,2.47,1.0
16801,49120,12.8,3.95,1.33,1.0
16809,49202,10.81,-17.01,1.08,2.0
16812,49221,12.44,-4.48,3.01,1.0
16871,49307,19.98,-0.16,3.03,1.0
16875,49315,13.81,20.56,2.42,1.0
16876,49316,13.32,22.6,1.12,3.0
16898,49341,21.43,16.37,4.55,2.0
16907,49401,-5.83,11.77,-11.59,1.0
16918,49417,24.17,12.82,5.07,3.0
16919,49418,12.93,7.7,5.94,4.0
16923,49423,24.49,11.6,4.57,2.0
16924,49424,22.09,13.51,4.52,3.0
16926,49426,18.25,15.83,1.65,1.0
16927,49428,24.49,12.89,0.74,1.0
16936,49444,28.67,-2.53,4.32,2.0
16954,49503,42.69,20.69,9.12,2.0
16955,49504,17.93,6.49,-0.08,1.0
16957,49506,24.15,29.61,1.49,3.0
16959,49508,14.25,6.44,2.88,1.0
16960,49509,9.6,-4.51,1.55,1.0
16961,49512,5.34,10.51,5.85,5.0
16962,49519,17.19,7.74,8.1,1.0
16963,49525,19.53,11.78,2.77,4.0
16964,49534,8.12,7.62,2.91,1.0
16965,49544,23.38,10.09,4.94,1.0
16966,49546,14.98,26.1,7.46,4.0
17029,49684,15.21,15.03,2.47,2.0
17040,49712,23.98,8.65,4.18,1.0
17058,49735,13.67,15.17,1.47,2.0
17074,49757,28.03,56.0,-1.08,1.0
17083,49770,8.04,-1.85,6.72,1.0
17135,49855,9.83,9.51,-1.32,3.0
17218,50009,26.45,19.28,-1.22,2.0
17219,50010,12.63,13.69,-2.51,3.0
17222,50014,5.22,18.68,0.27,2.0
17224,50021,10.84,19.84,-3.23,2.0
17226,50023,14.45,20.67,1.68,2.0
17298,50131,5.23,4.85,5.68,2.0
17322,50158,13.73,0.78,-0.53,1.0
17340,50208,9.71,10.27,-2.94,1.0
17388,50265,6.08,7.98,4.31,2.0
17389,50266,10.65,19.98,4.73,5.0
17399,50309,45.17,146.31,-0.43,1.0
17400,50310,12.29,8.51,0.1,1.0
17404,50314,28.73,4.11,4.64,1.0
17409,50320,12.1,7.1,-3.4,1.0
17410,50321,6.01,1.29,-2.99,1.0
17411,50322,-2.18,9.07,0.58,2.0
17413,50324,-3.97,11.04,3.1,1.0
17414,50325,-1.16,9.67,4.55,3.0
17416,50401,19.31,15.28,1.76,3.0
17470,50501,1.73,13.03,0.94,1.0
17552,50613,24.7,18.06,-0.13,3.0
17606,50702,23.13,10.75,3.84,3.0
17691,51104,28.6,18.91,-0.69,2.0
17692,51105,46.79,39.17,2.53,1.0
17693,51106,12.56,29.44,5.76,2.0
17717,51301,4.1,19.72,-0.14,1.0
17734,51360,6.77,9.09,3.67,1.0
17768,51501,20.44,3.43,3.58,1.0
17769,51503,17.59,12.96,1.49,2.0
17842,52002,11.79,21.71,0.13,1.0
17843,52003,13.63,10.66,1.54,2.0
17946,52240,-2.28,10.28,9.94,2.0
17947,52241,23.21,21.28,2.91,2.0
17949,52245,18.45,17.68,0.0,2.0
