,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
29669,85302,-4.86,8.8,2.29,2.0
29671,85304,-1.12,7.56,4.86,1.0
29673,85306,8.97,12.05,2.6,3.0
29675,85308,8.58,8.79,6.17,8.0
29676,85309,15.05,10.15,-57.17,1.0
29677,85310,13.9,6.32,6.29,2.0
29681,85323,4.87,8.63,9.68,1.0
29684,85326,-3.11,10.25,7.13,1.0
29686,85331,14.91,4.9,4.12,4.0
29693,85338,7.62,15.74,8.54,5.0
29694,85339,2.91,-1.61,-0.65,3.0
29695,85340,19.5,9.12,9.47,4.0
29699,85344,23.99,-15.11,-5.54,1.0
29700,85345,5.53,10.12,2.21,2.0
29706,85351,9.26,1.24,-0.16,3.0
29708,85353,28.36,12.0,7.14,1.0
29717,85364,6.1,-13.0,6.21,3.0
29718,85365,4.7,-10.96,1.88,3.0
29719,85367,-6.71,-6.75,2.33,2.0
29721,85373,5.97,16.22,-3.23,1.0
29722,85374,4.64,-8.11,10.04,6.0
29723,85375,3.31,1.54,0.08,2.0
29724,85377,-11.02,-12.36,8.85,1.0
29725,85379,6.29,9.77,7.45,3.0
29726,85381,18.41,2.31,6.42,1.0
29727,85382,8.75,7.17,3.16,5.0
29728,85383,8.56,5.07,2.22,4.0
29730,85388,13.9,18.95,4.45,1.0
29731,85390,20.3,-2.25,8.06,1.0
29732,85392,4.58,28.9,9.68,3.0
29733,85395,12.43,5.83,-2.56,2.0
29742,85539,23.14,7.93,8.15,1.0
29743,85540,27.35,10.15,6.8,1.0
29744,85541,11.31,3.35,7.64,2.0
29752,85552,4.98,-4.21,3.91,1.0
29756,85602,-3.54,-18.7,6.34,1.0
29765,85613,26.58,122.1,14.69,1.0
29766,85614,9.44,-9.84,-0.66,1.0
29773,85621,-1.59,-2.16,2.54,2.0
29780,85629,11.73,-11.25,1.37,2.0
29786,85635,5.41,-8.47,1.91,3.0
29791,85643,1.44,-7.82,5.72,1.0
29796,85653,22.26,7.34,-3.99,1.0
29798,85658,8.06,15.7,2.68,1.0
29800,85704,-0.02,-5.08,-1.88,5.0
29801,85705,9.1,-13.06,0.34,5.0
29803,85707,29.79,10.15,-68.99,1.0
29805,85710,-1.44,-6.99,-1.03,4.0
29806,85711,8.0,-11.54,-0.51,2.0
29807,85712,10.95,-8.89,1.07,4.0
29808,85713,13.45,-20.39,7.9,1.0
29809,85714,8.6,-15.62,-4.65,2.0
29810,85715,21.35,-7.55,-1.76,1.0
29811,85716,24.42,-9.0,2.71,3.0
29812,85718,12.78,-3.06,-1.06,5.0
29813,85719,9.14,-5.01,-9.32,3.0
29817,85730,3.98,-13.43,3.8,2.0
29820,85737,-7.67,-7.67,3.91,3.0
29821,85739,16.33,-8.68,-0.87,1.0
29822,85741,6.05,-8.7,4.08,4.0
29823,85742,8.19,-8.6,5.57,1.0
29824,85743,9.01,-4.65,-0.83,1.0
29825,85745,3.43,-1.03,1.91,4.0
29826,85746,4.67,-10.61,5.81,2.0
29827,85747,9.58,-5.94,-2.55,2.0
29828,85748,10.2,-8.32,-1.47,4.0
29829,85749,6.29,-6.42,3.75,1.0
29830,85750,-5.48,-3.15,1.09,1.0
29831,85755,31.42,-2.9,-1.72,1.0
29833,85757,6.13,2.3,3.79,1.0
29834,85901,21.88,1.24,3.05,1.0
29845,85929,6.38,-11.76,9.86,1.0
29859,86001,19.5,18.24,-0.91,7.0
29861,86004,17.09,2.29,3.94,2.0
29884,86040,2.23,-28.79,-0.52,1.0
29889,86046,19.83,3.77,13.0,1.0
29894,86301,25.03,18.77,-1.81,4.0
29895,86303,21.04,1.93,2.48,1.0
29896,86305,11.71,7.51,2.82,2.0
29898,86314,14.09,12.94,9.34,3.0
29902,86322,11.54,18.59,3.58,2.0
29903,86323,10.38,-7.01,12.73,1.0
29906,86326,6.7,8.41,-0.51,1.0
29914,86336,17.75,-3.91,5.47,4.0
29919,86401,-4.69,-5.86,2.84,1.0
29920,86403,11.38,2.25,9.34,3.0
29922,86406,17.72,7.57,11.19,1.0
29923,86409,8.78,-19.14,-0.74,2.0
29926,86426,5.59,-7.15,0.37,2.0
29938,86442,-1.42,-10.48,2.23,2.0
29964,87004,1.88,32.1,12.46,1.0
29974,87015,-3.34,9.58,-1.29,1.0
29988,87031,15.13,3.3,5.45,1.0
30018,87102,8.7,2.32,9.03,2.0
30019,87104,-1.75,1.72,4.43,2.0
30021,87106,16.18,8.83,4.23,1.0
30022,87107,9.2,18.53,3.87,1.0
30023,87108,-0.05,-6.61,2.99,1.0
30024,87109,20.18,4.46,5.7,4.0
30025,87110,1.66,2.58,3.85,7.0
30026,87111,12.44,5.95,0.61,4.0
30027,87112,7.59,-2.46,3.19,3.0
30028,87113,33.81,1.55,-0.75,2.0
30029,87114,3.79,-2.88,2.75,4.0
30032,87120,4.2,-1.76,5.74,3.0
30035,87123,10.16,6.26,5.12,2.0
30036,87124,5.06,1.75,5.52,4.0
30037,87144,5.31,-1.33,4.19,1.0
30038,87301,-10.37,1.59,2.67,1.0
30061,87402,-0.98,4.37,7.01,3.0
30062,87410,-8.43,-13.39,5.08,1.0
30075,87501,17.82,-4.14,4.6,4.0
30076,87505,20.12,-5.57,3.89,3.0
30078,87507,19.47,-4.21,5.22,4.0
30102,87533,36.56,-26.94,-7.41,1.0
30103,87535,49.01,-25.69,-6.73,1.0
30109,87544,9.85,-2.83,0.51,2.0
30191,88001,5.02,-4.31,-3.63,1.0
30195,88005,8.52,-6.14,0.96,1.0
30199,88011,-6.0,11.73,-4.93,3.0
30211,88030,-11.82,-10.92,0.0,1.0
30235,88072,59.75,350.99,-6.73,2.0
30237,88101,13.82,20.71,0.86,1.0
30256,88201,19.81,6.89,-1.46,2.0
30261,88231,42.98,10.86,-10.1,1.0
30263,88240,33.32,35.18,-2.68,2.0
30279,88310,7.58,5.83,-0.9,1.0
30300,88345,-7.94,14.28,4.63,1.0
30334,89005,1.92,-0.59,-0.16,1.0
30339,89012,7.7,4.76,-1.6,3.0
30341,89014,7.24,0.16,4.08,5.0
30342,89015,0.08,6.91,5.44,4.0
30345,89019,31.69,26.36,0.13,2.0
30348,89022,99.64,-38.66,-29.76,1.0
30351,89027,13.48,0.28,6.53,1.0
30352,89029,-10.52,-25.29,17.46,2.0
30353,89030,6.64,-1.57,7.75,3.0
30354,89031,-3.75,2.23,6.04,3.0
30360,89044,11.96,13.57,-4.24,1.0
30364,89048,15.71,2.2,2.06,1.0
30366,89052,0.44,-1.27,0.9,7.0
30370,89074,2.75,8.12,3.42,4.0
30371,89081,-2.41,1.18,-1.85,1.0
30372,89084,0.12,11.33,0.62,4.0
30375,89101,-2.3,3.04,8.43,4.0
30376,89102,-3.67,-3.85,0.6,3.0
30377,89103,0.53,-2.23,-1.59,5.0
30378,89104,-2.72,20.16,3.67,1.0
30379,89106,-0.68,-2.41,7.63,5.0
30380,89107,-13.04,1.53,3.21,1.0
30382,89109,14.45,32.59,4.81,28.0
30384,89113,2.05,0.5,-2.31,2.0
30386,89117,1.78,3.51,6.84,6.0
30387,89118,4.13,14.9,5.96,4.0
30388,89119,-8.7,3.92,-0.6,13.0
30390,89121,-11.85,-0.44,-1.05,5.0
30391,89122,-5.87,13.15,1.9,1.0
30392,89123,3.4,2.61,7.31,5.0
30394,89128,-0.48,1.82,6.59,4.0
30395,89129,4.56,2.91,0.65,5.0
30396,89130,-7.85,4.99,2.63,6.0
30397,89131,8.52,4.9,6.18,3.0
30398,89134,3.63,4.19,1.76,2.0
30399,89135,1.59,-2.64,1.46,6.0
30401,89139,3.94,7.27,1.85,4.0
30402,89141,-5.6,13.22,7.23,1.0
30403,89142,-15.23,6.64,3.8,1.0
30406,89145,-1.07,5.2,1.06,2.0
30407,89146,3.0,-1.14,1.08,1.0
30408,89147,-7.1,-2.84,6.43,4.0
30409,89148,9.21,6.64,-0.14,2.0
30410,89149,-1.99,2.72,4.85,3.0
30417,89183,0.83,4.69,1.57,1.0
30418,89191,70.43,10.15,-28.67,1.0
30428,89403,17.85,24.05,10.72,1.0
30431,89406,-1.81,-0.51,3.97,1.0
30432,89408,20.79,2.31,7.34,1.0
30434,89410,9.84,6.11,2.09,1.0
30445,89423,9.94,1.76,7.8,1.0
30453,89431,13.18,25.0,0.28,3.0
30455,89434,4.18,12.02,5.84,3.0
30456,89436,2.15,15.95,3.68,3.0
30466,89448,33.74,-8.47,5.23,1.0
30467,89449,-5.75,-13.32,7.59,2.0
30469,89451,14.68,10.09,9.19,1.0
30471,89501,42.12,34.5,10.86,3.0
30472,89502,21.14,3.5,4.27,2.0
30473,89503,9.26,18.94,1.56,3.0
30474,89506,2.47,25.8,7.43,1.0
30476,89509,6.47,8.13,2.61,3.0
30478,89511,9.77,14.92,8.57,5.0
30479,89512,12.1,-0.3,3.65,1.0
30480,89519,-15.76,0.66,3.68,1.0
30481,89521,12.43,14.98,2.99,3.0
30482,89523,8.53,12.41,12.07,3.0
30483,89701,-0.61,2.17,3.29,2.0
30485,89703,-3.33,4.46,0.77,1.0
30487,89705,10.59,-11.97,7.07,1.0
30488,89706,-4.34,-13.57,3.58,2.0
30489,89801,13.51,14.7,4.13,2.0
30504,89883,39.93,35.91,16.09,1.0
30505,90001,5.87,8.63,6.41,2.0
30508,90004,28.85,20.03,4.37,1.0
30511,90007,14.41,30.47,7.7,3.0
30513,90010,22.99,54.61,-4.13,3.0
30515,90012,68.91,18.06,5.99,7.0
30516,90013,33.11,99.19,6.05,2.0
30517,90014,198.44,66.99,0.18,2.0
30518,90015,50.58,43.33,8.65,5.0
30519,90016,30.18,25.74,10.04,4.0
30520,90017,49.28,29.34,10.86,4.0
30521,90018,18.91,23.92,4.54,1.0
30522,90019,29.21,31.72,4.82,2.0
30523,90020,18.93,8.14,3.07,1.0
30524,90021,11.59,82.09,-4.82,1.0
30525,90022,16.38,8.07,9.06,1.0
30526,90023,23.9,15.79,7.83,1.0
30527,90024,-5.73,17.37,-6.15,4.0
30528,90025,16.27,17.99,2.26,4.0
30530,90027,33.58,29.17,3.77,3.0
30531,90028,40.05,12.72,9.45,9.0
30534,90032,13.92,28.91,8.85,1.0
30535,90033,20.4,11.92,9.8,1.0
30536,90034,23.83,30.45,7.55,3.0
30537,90035,13.18,20.83,-2.66,3.0
30538,90036,10.99,26.11,0.04,9.0
30540,90038,15.15,24.97,6.12,2.0
30541,90039,33.31,24.77,5.87,3.0
30542,90040,-4.27,5.97,10.94,3.0
30543,90041,28.46,19.7,4.71,4.0
30544,90042,12.13,33.74,5.72,1.0
30547,90045,20.55,29.58,4.94,20.0
30548,90046,30.31,23.53,4.2,6.0
30549,90047,9.05,16.56,9.42,1.0
30550,90048,22.27,31.45,2.2,5.0
30551,90049,12.81,100.0,-1.0,2.0
30553,90057,24.7,29.89,4.0,1.0
30558,90063,20.48,14.36,7.84,1.0
30559,90064,21.29,24.32,1.99,7.0
30561,90066,22.72,32.01,3.58,1.0
30562,90067,37.4,13.46,1.92,3.0
30563,90068,15.02,19.94,1.96,2.0
30564,90069,25.17,15.98,-1.96,4.0
30565,90071,15.05,10.15,2.14,6.0
30567,90077,14.37,100.0,1.37,1.0
30571,90094,69.01,45.61,-7.98,1.0
30573,90201,9.8,22.68,7.86,2.0
30574,90210,10.81,100.0,4.79,2.0
30575,90211,10.78,56.42,11.72,2.0
30576,90212,19.43,100.0,-0.5,1.0
30577,90220,25.63,5.17,10.65,3.0
30579,90222,7.2,13.12,3.86,1.0
30580,90230,17.14,23.01,3.0,6.0
30581,90232,16.81,27.87,1.67,1.0
30582,90240,19.83,13.08,2.34,1.0
30583,90241,19.81,11.17,6.98,2.0
30584,90242,16.17,9.88,6.19,2.0
30585,90245,11.67,22.62,-0.9,7.0
30586,90247,23.64,14.5,5.66,3.0
30587,90248,5.94,11.43,0.58,1.0
30589,90250,12.43,10.05,5.31,6.0
30590,90254,34.12,35.73,1.99,3.0
30591,90255,14.24,7.8,8.45,2.0
30592,90260,19.63,19.67,12.77,1.0
30593,90262,13.47,6.08,9.26,2.0
30595,90265,17.43,100.0,8.69,4.0
30596,90266,13.06,94.79,0.74,3.0
30598,90272,22.58,100.0,-0.18,3.0
30599,90274,5.56,54.23,0.15,3.0
30600,90275,14.09,11.64,1.96,2.0
30601,90277,10.48,19.21,-1.44,2.0
30602,90278,17.09,16.31,2.29,5.0
30603,90280,19.66,10.59,6.84,3.0
30605,90291,23.95,52.18,2.2,1.0
30606,90292,8.87,27.14,0.72,5.0
30608,90301,15.79,19.32,5.48,2.0
30609,90302,9.19,13.0,7.52,1.0
30610,90303,18.1,16.32,9.65,2.0
30613,90401,33.22,60.16,-1.4,6.0
30615,90403,50.79,20.08,2.45,7.0
30616,90404,36.61,31.6,-3.36,3.0
30617,90405,21.64,31.45,-0.37,5.0
30618,90501,23.42,13.54,4.21,2.0
30619,90502,7.02,13.47,3.28,1.0
30620,90503,19.97,15.3,2.29,5.0
30621,90504,21.54,9.38,-0.25,2.0
30622,90505,24.91,16.43,-0.42,7.0
30624,90601,6.35,5.88,2.79,1.0
30626,90603,17.13,23.54,4.5,2.0
30628,90605,5.56,11.46,4.69,1.0
30629,90606,16.99,17.1,6.44,3.0
30630,90620,17.75,21.61,6.12,6.0
30631,90621,11.34,23.0,8.36,1.0
30633,90630,10.45,8.77,4.47,4.0
30634,90631,18.68,18.51,6.84,5.0
30635,90638,7.02,10.93,6.17,3.0
30636,90640,2.7,6.86,2.55,3.0
30637,90650,10.59,14.03,5.83,8.0
30638,90660,17.86,10.55,5.72,3.0
30639,90670,25.71,9.0,9.14,4.0
30640,90680,8.61,11.3,5.41,1.0
30641,90701,8.98,11.72,6.66,1.0
30642,90703,13.04,6.49,4.91,7.0
30644,90706,10.92,12.95,5.89,2.0
30645,90710,5.75,6.74,4.9,3.0
30646,90712,10.82,10.99,7.69,2.0
30647,90713,17.62,20.18,2.77,4.0
30649,90716,5.56,13.45,5.59,1.0
30651,90720,12.76,13.66,0.46,1.0
30652,90723,23.81,7.29,6.3,3.0
30653,90731,3.93,12.39,2.6,3.0
30654,90732,8.2,14.66,-1.19,3.0
30655,90740,34.2,18.74,1.59,5.0
30659,90745,10.42,12.41,6.53,3.0
30660,90746,10.21,11.59,4.3,4.0
30662,90755,7.44,15.43,3.05,3.0
30663,90802,18.33,17.09,5.83,7.0
30664,90803,25.52,16.25,2.94,5.0
30665,90804,14.65,15.48,10.19,3.0
30666,90805,11.59,13.5,7.61,1.0
30667,90806,19.15,3.14,10.49,1.0
30668,90807,13.53,9.56,5.41,2.0
30669,90808,17.2,13.11,5.45,3.0
30673,90815,0.78,8.4,1.87,6.0
30677,91006,23.35,36.92,1.84,2.0
30678,91007,13.78,34.61,2.24,4.0
30680,91010,15.69,12.72,2.97,2.0
30681,91011,9.47,40.3,2.59,2.0
30682,91016,9.28,17.02,3.44,4.0
30683,91020,7.17,7.57,8.4,1.0
30684,91024,14.37,19.97,0.16,1.0
30685,91030,13.87,18.05,1.63,4.0
30686,91040,11.85,16.25,5.89,1.0
30687,91042,-4.17,18.65,2.55,2.0
30689,91101,18.6,15.49,4.66,6.0
30690,91103,18.48,11.91,-1.11,1.0
30691,91104,13.07,10.82,1.14,3.0
30692,91105,5.34,23.74,-4.52,4.0
30693,91106,22.72,16.84,4.61,2.0
30694,91107,17.63,22.37,2.86,6.0
30695,91108,0.86,86.25,4.25,1.0
30696,91201,21.22,10.82,2.84,3.0
30697,91202,2.28,15.26,3.83,2.0
30698,91203,36.55,25.78,6.11,2.0
30699,91204,12.97,12.44,4.15,4.0
30700,91205,19.13,12.0,6.16,1.0
30701,91206,13.64,18.17,1.3,2.0
30704,91210,109.18,186.82,-8.01,1.0
30705,91214,15.33,16.13,5.75,3.0
30706,91301,12.23,8.4,3.16,2.0
30707,91302,1.72,20.14,3.94,3.0
30708,91303,18.31,20.42,6.38,4.0
30709,91304,16.88,15.03,4.66,1.0
30711,91307,28.66,13.49,1.53,5.0
30712,91311,9.55,15.33,3.07,4.0
30713,91316,25.35,21.49,-3.43,2.0
30714,91320,9.99,6.15,5.56,4.0
30715,91321,18.41,18.08,2.8,2.0
30716,91324,19.85,12.98,9.61,5.0
30717,91325,14.34,17.62,0.95,1.0
30718,91326,10.0,9.84,3.43,1.0
30721,91335,12.2,20.81,6.55,2.0
30722,91340,4.15,19.77,13.53,1.0
30723,91342,13.72,18.14,6.11,1.0
30724,91343,17.55,11.97,-0.1,2.0
30725,91344,18.86,15.32,2.8,6.0
30726,91345,21.52,20.68,3.76,1.0
30727,91350,12.8,16.37,4.07,6.0
30728,91351,7.7,17.6,4.76,1.0
30730,91354,21.21,12.39,0.69,1.0
30731,91355,6.9,14.72,3.38,11.0
30732,91356,6.71,28.13,1.74,3.0
30733,91360,5.21,6.03,3.6,6.0
30734,91361,17.27,11.03,6.72,1.0
30735,91362,1.38,14.7,4.72,5.0
30736,91364,5.16,12.37,0.98,5.0
30737,91367,9.23,11.2,3.57,5.0
30739,91377,0.0,8.99,8.05,1.0
30740,91381,14.16,6.22,7.11,2.0
30741,91384,9.94,8.83,9.27,2.0
30742,91387,8.82,16.09,-0.05,3.0
30744,91401,13.15,13.19,1.66,2.0
30745,91402,3.35,13.26,9.31,1.0
30746,91403,25.05,19.96,0.48,4.0
30747,91405,16.68,15.31,6.63,2.0
30748,91406,10.69,16.84,3.89,4.0
30749,91411,24.85,27.75,-1.2,1.0
30750,91423,13.23,11.5,-1.75,3.0
30751,91436,7.75,22.8,2.9,1.0
30753,91502,-5.84,18.02,-1.11,3.0
30754,91504,6.15,14.49,-2.13,3.0
30755,91505,16.08,16.39,1.63,8.0
30756,91506,6.32,19.08,4.46,4.0
30757,91601,5.67,21.59,13.72,2.0
30758,91602,25.11,6.63,-0.53,1.0
30759,91604,19.65,25.59,-4.67,4.0
30760,91605,10.11,19.72,7.52,1.0
30761,91606,9.97,30.04,5.78,2.0
30762,91607,3.66,23.09,0.55,2.0
30763,91608,15.05,10.15,2.14,3.0
30764,91701,17.78,19.76,5.0,5.0
30765,91702,11.25,10.24,6.09,4.0
30766,91706,19.63,17.68,11.88,6.0
30768,91709,2.63,11.35,7.65,5.0
30769,91710,9.47,14.48,12.04,7.0
30770,91711,18.12,12.05,4.44,4.0
30771,91722,13.46,12.2,5.07,1.0
30772,91723,2.8,12.88,1.88,2.0
30773,91724,2.47,12.76,9.52,1.0
30774,91730,9.32,16.35,1.03,4.0
30775,91731,2.16,16.17,3.42,3.0
30776,91732,15.43,16.45,9.2,1.0
30777,91733,7.89,12.67,6.04,1.0
30779,91739,4.11,17.39,7.32,3.0
30780,91740,16.66,12.25,7.18,2.0
30781,91741,27.82,10.53,8.43,2.0
30782,91744,18.52,15.85,12.35,1.0
30783,91745,16.01,17.92,4.48,2.0
30784,91746,9.03,15.07,9.59,1.0
30785,91748,13.61,21.73,4.08,4.0
30786,91750,10.07,15.41,4.11,4.0
30787,91752,24.59,25.19,5.74,1.0
30788,91754,17.78,21.6,7.49,1.0
30791,91761,15.33,15.82,6.49,3.0
30792,91762,8.21,19.57,6.85,2.0
30793,91763,13.87,18.01,2.33,4.0
30794,91764,7.78,22.8,5.81,8.0
30795,91765,5.77,16.92,3.32,3.0
30796,91766,9.66,19.63,8.97,4.0
30797,91767,12.05,21.76,9.14,1.0
30798,91768,0.95,13.64,7.76,4.0
30799,91770,8.14,15.06,2.14,3.0
30800,91773,13.46,19.99,1.8,4.0
30801,91775,6.78,19.27,2.33,1.0
30803,91780,2.56,18.37,1.04,1.0
30804,91784,18.02,10.83,6.87,3.0
30805,91786,4.8,13.92,3.73,2.0
30806,91789,9.67,15.53,5.98,2.0
30807,91790,20.26,13.91,8.06,1.0
30808,91791,11.45,17.55,5.97,2.0
30809,91792,12.6,18.5,6.42,2.0
30810,91801,11.67,18.46,2.7,3.0
30811,91803,5.07,10.49,0.69,3.0
30812,91901,19.75,1.75,-1.44,1.0
30813,91902,21.93,16.79,1.71,2.0
30816,91910,9.58,15.7,3.7,6.0
30817,91911,21.11,19.33,6.82,3.0
30819,91914,26.8,15.01,2.35,1.0
30820,91915,18.22,31.9,4.85,3.0
30828,91942,16.83,23.54,4.66,6.0
30829,91945,24.12,19.39,4.8,2.0
30831,91950,23.31,19.06,5.54,5.0
30834,91977,4.08,19.32,6.29,3.0
30839,92007,21.57,30.04,6.88,1.0
30840,92008,36.57,17.86,-0.84,3.0
30841,92009,24.89,26.94,1.27,4.0
30842,92010,16.76,24.29,1.69,1.0
30843,92011,19.06,15.23,3.41,3.0
30844,92014,10.81,44.88,0.51,4.0
30845,92019,8.65,6.78,4.78,4.0
30846,92020,12.58,16.93,6.03,6.0
30847,92021,7.47,18.62,1.56,4.0
30848,92024,28.79,28.45,1.52,8.0
30849,92025,30.53,9.04,5.79,7.0
30850,92026,23.03,15.12,3.49,2.0
30851,92027,12.39,12.8,3.84,2.0
30852,92028,4.68,7.07,1.65,2.0
30853,92029,19.88,12.1,5.21,5.0
30855,92037,9.72,44.72,17.35,8.0
30856,92040,15.03,18.04,5.32,1.0
30857,92054,17.44,16.72,7.41,3.0
30859,92056,10.98,18.7,8.19,3.0
30860,92057,3.38,14.64,7.09,4.0
30861,92058,-7.95,32.98,5.21,2.0
30865,92064,11.68,18.17,1.43,5.0
30866,92065,15.67,3.18,8.4,2.0
30869,92069,31.22,18.83,3.33,3.0
30871,92071,19.88,20.61,6.97,5.0
30872,92075,23.72,16.8,0.41,2.0
30873,92078,36.5,20.32,-3.11,7.0
30874,92081,25.18,16.59,2.04,5.0
30875,92082,8.44,7.11,6.4,1.0
30876,92083,31.47,28.42,4.39,6.0
30877,92084,26.4,8.83,3.66,1.0
30880,92101,25.85,18.7,8.38,20.0
30881,92102,20.91,19.72,10.14,1.0
30882,92103,33.04,27.24,-1.66,6.0
30883,92104,36.83,29.8,5.87,4.0
30884,92105,15.14,19.59,4.65,1.0
30885,92106,23.55,11.56,1.16,5.0
30886,92107,36.01,21.72,2.68,1.0
30887,92108,13.07,10.9,3.41,12.0
30888,92109,22.53,21.77,3.49,5.0
30889,92110,21.72,18.0,0.96,6.0
30890,92111,22.6,22.03,-0.51,7.0
30891,92113,29.36,8.75,6.72,1.0
30892,92114,17.9,19.25,11.1,1.0
30893,92115,11.19,18.05,4.33,5.0
30894,92116,31.97,26.03,3.08,3.0
30895,92117,19.99,25.37,3.0,5.0
30896,92118,8.26,53.7,-1.08,1.0
30897,92119,19.36,23.31,1.3,1.0
30898,92120,14.99,20.32,-1.04,2.0
30899,92121,4.2,31.21,3.44,4.0
30900,92122,10.4,18.7,1.68,5.0
30901,92123,12.75,18.31,5.51,3.0
30902,92124,16.52,11.34,0.48,2.0
30903,92126,15.66,21.94,4.96,2.0
30904,92127,15.17,20.69,-0.17,5.0
30905,92128,9.25,16.2,5.14,6.0
30906,92129,14.32,15.01,4.67,5.0
30907,92130,20.22,16.52,2.5,6.0
30908,92131,1.29,14.15,1.65,3.0
30912,92139,4.99,15.3,2.53,1.0
30913,92140,15.05,10.15,-10.81,1.0
30916,92154,17.89,20.23,7.26,5.0
30918,92173,18.07,21.65,7.22,1.0
30919,92201,-1.52,3.28,17.53,2.0
30920,92203,-11.68,7.53,7.94,3.0
30922,92211,-0.72,-11.94,3.04,4.0
30923,92220,7.15,13.35,-7.96,2.0
30925,92223,19.24,17.62,-0.77,2.0
30926,92225,-2.86,-11.15,-1.48,2.0
30927,92227,12.69,-0.99,4.99,1.0
30928,92230,59.42,85.84,-5.93,3.0
30929,92231,13.24,13.78,6.88,1.0
30931,92234,2.84,11.8,5.51,3.0
30932,92236,-21.78,20.58,33.75,1.0
30934,92240,3.94,14.92,9.67,1.0
30937,92243,17.34,-0.17,3.31,4.0
30942,92253,3.89,-2.62,1.71,4.0
30943,92254,-7.15,30.76,21.75,1.0
30948,92260,8.01,-0.31,-3.51,7.0
30949,92262,9.98,11.89,0.87,5.0
30950,92264,8.42,18.39,2.34,3.0
30954,92270,-6.6,-14.18,5.04,4.0
30965,92284,-4.3,-4.97,7.18,1.0
30967,92301,-7.33,51.76,7.98,1.0
30970,92307,1.39,0.12,1.59,2.0
30971,92308,6.78,3.75,3.59,2.0
30973,92310,1.01,10.15,3.14,1.0
30974,92311,-11.68,-21.0,-6.06,3.0
30977,92315,61.96,10.36,4.22,2.0
30979,92320,19.64,2.44,-5.56,1.0
30982,92324,18.07,14.51,9.52,3.0
30988,92335,12.94,27.15,7.67,2.0
30989,92336,6.72,21.31,7.2,5.0
30990,92337,11.3,16.73,3.78,2.0
30996,92345,8.64,10.87,1.93,4.0
30997,92346,-5.12,9.08,4.95,1.0
31000,92354,-12.41,6.49,1.92,2.0
31010,92373,-3.95,9.85,3.27,2.0
31011,92374,12.0,14.79,9.82,6.0
31012,92376,14.74,28.07,7.33,1.0
31013,92377,5.85,19.63,9.57,1.0
31021,92392,-2.79,24.03,11.03,3.0
31022,92394,-1.64,8.4,0.52,1.0
31023,92395,16.76,6.18,2.87,3.0
31026,92399,5.27,14.22,3.1,2.0
31028,92404,22.52,6.11,4.05,1.0
31030,92407,13.4,21.33,0.73,4.0
31031,92408,11.31,9.88,4.23,2.0
31032,92410,-1.53,19.89,5.61,1.0
31034,92501,13.17,21.78,10.81,1.0
31035,92503,10.33,21.95,10.68,5.0
31036,92504,11.16,17.72,2.55,2.0
31037,92505,9.78,19.03,7.04,2.0
31038,92506,13.48,10.98,2.0,4.0
31039,92507,16.9,9.84,7.18,4.0
31040,92508,7.76,22.82,3.9,3.0
31041,92509,16.12,24.17,6.52,1.0
31043,92530,7.32,30.84,6.74,3.0
31044,92532,-0.53,22.62,6.26,2.0
31047,92543,17.11,33.0,-3.43,2.0
31049,92545,15.12,31.88,-3.33,2.0
31052,92551,7.97,29.76,5.15,1.0
31053,92553,16.03,34.71,10.67,2.0
31054,92555,12.67,21.87,7.15,2.0
31055,92557,15.32,21.26,8.83,1.0
31057,92562,5.5,18.9,7.97,6.0
31058,92563,13.59,28.11,0.51,3.0
31060,92570,22.82,24.54,7.52,1.0
31061,92571,19.11,32.89,6.08,2.0
31062,92582,20.1,32.49,2.43,1.0
31063,92583,-0.19,44.14,4.0,1.0
31064,92584,20.13,20.48,5.09,3.0
31068,92590,70.97,38.43,-6.54,3.0
31069,92591,22.82,27.89,7.65,6.0
31070,92592,18.17,23.95,3.13,4.0
31071,92595,16.18,24.44,9.93,3.0
31072,92596,22.74,28.47,4.36,1.0
31073,92602,-0.15,7.97,-4.2,3.0
31074,92603,2.13,24.68,3.85,1.0
31075,92604,19.11,19.48,-1.08,2.0
31076,92606,5.24,19.68,-1.64,4.0
31077,92610,7.46,12.09,5.34,2.0
31078,92612,10.93,18.7,2.73,3.0
31079,92614,3.49,15.36,1.72,2.0
31080,92617,23.26,15.72,3.4,1.0
31081,92618,14.63,51.26,-3.33,6.0
31082,92620,2.45,21.07,2.61,2.0
31084,92625,24.4,100.0,8.74,1.0
31085,92626,12.28,12.27,4.34,13.0
31086,92627,22.81,18.52,3.32,5.0
31087,92629,17.84,10.42,3.64,5.0
31088,92630,8.35,14.26,4.64,6.0
31089,92637,20.52,28.25,0.7,1.0
31090,92646,13.28,13.81,4.17,4.0
31091,92647,7.56,7.4,-0.96,3.0
31092,92648,12.74,6.6,4.23,8.0
31093,92649,17.62,5.25,4.03,4.0
31094,92651,26.6,77.8,-2.16,3.0
31095,92653,13.71,15.76,4.08,3.0
31097,92656,10.72,18.99,0.66,4.0
31098,92657,31.57,100.0,6.97,3.0
31099,92660,8.11,65.91,-0.15,10.0
31101,92662,26.47,100.0,3.41,1.0
31102,92663,15.61,24.97,4.32,2.0
31103,92672,7.9,10.47,6.73,3.0
31104,92673,25.02,9.27,4.68,4.0
31105,92675,20.88,14.09,2.8,3.0
31107,92677,2.83,11.36,2.85,6.0
